User_id,Coupon_id,Date_received,prob
2798371,2978,20160714,0.4531714
2798371,13602,20160714,0.45607236
3325219,10438,20160701,0.4531714
3325219,10418,20160702,0.4531714
6391366,8012,20160722,0.46447578
5356102,13602,20160727,0.45607236
2552611,3438,20160723,0.4582683
7210570,11986,20160714,0.4573631
6691402,9983,20160703,0.4531714
2166565,2978,20160713,0.4531714
3479845,10418,20160717,0.4531714
3479845,2978,20160724,0.4531714
5911114,8059,20160717,0.4531714
2449189,2978,20160729,0.4531714
2449189,10438,20160705,0.4531714
2449189,10418,20160702,0.4531714
4378186,12807,20160729,0.4758591
4378186,12807,20160725,0.4758591
4378186,9983,20160724,0.4531714
7262794,2978,20160707,0.4531714
5183050,4811,20160703,0.47535193
5183050,4811,20160704,0.47535193
4925002,13602,20160715,0.45607236
6242890,13602,20160705,0.45607236
2741029,8182,20160706,0.4582683
3005221,1904,20160718,0.46404108
5256778,3780,20160711,0.45866618
5256778,10438,20160730,0.45866618
5256778,2978,20160716,0.4531714
4071205,10418,20160728,0.4531714
4998730,2978,20160724,0.4531714
2109733,1613,20160705,0.45360452
2909989,9983,20160722,0.4531714
3965221,13602,20160723,0.45607236
3707173,9983,20160718,0.4531714
4832842,2978,20160730,0.4531714
3206437,4138,20160728,0.4582683
2967847,5743,20160722,0.4582683
2577703,10438,20160704,0.4531714
3889447,5743,20160703,0.4582683
5458510,13602,20160728,0.45607236
5228110,5235,20160728,0.4578835
6549070,8059,20160703,0.4531714
4453966,13602,20160711,0.45607236
4453966,1499,20160711,0.48715904
4453966,1499,20160705,0.48715904
4453966,1499,20160715,0.48715904
3542311,8059,20160705,0.4531714
4994638,2978,20160724,0.4531714
4994638,10418,20160709,0.4531714
4994638,13602,20160724,0.45607236
2771239,8059,20160731,0.4531714
6082126,3095,20160727,0.4664761
6082126,10418,20160704,0.4531714
2261287,8182,20160705,0.4582683
2935591,11799,20160712,0.45571774
4561486,10418,20160711,0.4531714
4561486,2978,20160720,0.4531714
6933070,13602,20160713,0.45607236
2683687,13602,20160724,0.45607236
4904530,9983,20160710,0.4531714
2720041,11894,20160723,0.47677776
2720041,1904,20160723,0.47677776
2855209,10446,20160717,0.46312514
2855209,9983,20160718,0.4531714
3119401,13602,20160703,0.45607236
4947538,13602,20160726,0.45607236
4947538,9983,20160719,0.4531714
2875177,8059,20160729,0.4531714
2101033,13602,20160710,0.45607236
3412777,8596,20160722,0.4758591
3412777,8596,20160722,0.4758591
4213330,9280,20160708,0.4587889
4766290,13602,20160724,0.45607236
4244050,2601,20160718,0.46665826
2385193,10418,20160702,0.4531714
2385193,13602,20160706,0.45607236
4781650,4277,20160723,0.4573631
4781650,8059,20160712,0.4531714
4781650,3429,20160712,0.4531714
3448105,9983,20160701,0.4531714
3057961,9983,20160702,0.4531714
2409769,13602,20160726,0.45607236
2409769,9983,20160705,0.4531714
3601705,8059,20160703,0.4531714
3214123,10438,20160726,0.4531714
3214123,13602,20160726,0.45607236
6952534,10418,20160724,0.4531714
6430294,13602,20160727,0.45607236
6430294,9983,20160715,0.4531714
3229483,9983,20160716,0.4531714
3760939,8446,20160714,0.4631611
2845483,13602,20160714,0.45607236
4158763,10418,20160711,0.4531714
7272022,10438,20160718,0.4531714
5444182,11799,20160718,0.46404108
4396630,8059,20160726,0.4531714
4396630,13602,20160713,0.45607236
4396630,9983,20160721,0.4531714
4396630,360,20160704,0.4613502
4396630,9288,20160707,0.4613502
3650347,13602,20160724,0.45607236
5468758,13072,20160710,0.48541656
5468758,13072,20160715,0.48541656
5468758,5647,20160708,0.4626398
3654955,13602,20160704,0.45607236
3654955,9983,20160704,0.4531714
6003286,10446,20160708,0.4622502
6528598,13602,20160722,0.45607236
3529003,1271,20160706,0.4573631
4713046,1092,20160726,0.4582683
4716118,1904,20160729,0.46404108
2625835,10438,20160703,0.4531714
3946795,2978,20160711,0.4531714
4498006,3095,20160714,0.46498406
2381611,12509,20160721,0.4573631
2381611,13602,20160729,0.45607236
2266411,2978,20160705,0.4531714
3318571,7660,20160709,0.4573631
2807083,13602,20160729,0.45607236
6687322,9983,20160704,0.4531714
2176813,13602,20160714,0.45607236
6450778,10418,20160719,0.4531714
2576173,6017,20160716,0.4573631
2970925,5178,20160726,0.48844847
2970925,5178,20160723,0.48844847
2970925,5178,20160721,0.48844847
2970925,5178,20160727,0.48844847
2970925,5178,20160720,0.48844847
2970925,5178,20160728,0.48844847
2970925,4727,20160702,0.4831956
2970925,5178,20160711,0.48844847
2970925,4727,20160714,0.4831956
2970925,4727,20160729,0.4831956
2970925,5178,20160725,0.48844847
2970925,5178,20160722,0.48844847
5452378,13602,20160726,0.45607236
2737453,2601,20160717,0.46665826
2737453,13602,20160728,0.45607236
6005338,13602,20160724,0.45607236
6005338,11799,20160716,0.4572814
3791149,8306,20160717,0.4831956
3791149,8306,20160721,0.4831956
5492314,10418,20160705,0.4531714
2748205,3159,20160723,0.49141285
2748205,3159,20160727,0.49141285
5234266,13602,20160714,0.45607236
5234266,2978,20160711,0.4531714
3666733,10901,20160707,0.4582683
3414829,4903,20160711,0.4622502
6834778,13602,20160706,0.45607236
2631469,10489,20160719,0.4573631
4076845,7557,20160730,0.46023968
4076845,825,20160730,0.46023968
2374957,9983,20160711,0.4531714
6079066,10418,20160706,0.4531714
2391853,10523,20160714,0.4582683
6361690,13602,20160726,0.45607236
4828762,13602,20160703,0.45607236
4828762,6673,20160717,0.4578835
2287405,13602,20160714,0.45607236
2287405,2978,20160729,0.4531714
3336493,13602,20160713,0.45607236
3729709,4893,20160724,0.4573631
2305327,10438,20160710,0.4531714
3484975,13602,20160703,0.45607236
5159518,2978,20160731,0.4531714
4024111,1895,20160708,0.4631611
3643183,9565,20160716,0.4582683
4437598,11239,20160730,0.4573631
2228527,10086,20160707,0.4573631
3016495,1298,20160712,0.4573631
3672367,11799,20160714,0.4572814
7359070,11093,20160725,0.48550153
7359070,11093,20160729,0.48550153
2372911,11541,20160730,0.4582683
2372911,13602,20160728,0.45607236
5270110,13602,20160723,0.45607236
2505007,13865,20160701,0.4573631
4079407,13602,20160705,0.45607236
2901295,13602,20160723,0.45607236
2910511,13602,20160723,0.45607236
3435823,8951,20160715,0.4578835
3309871,8,20160723,0.4573631
6111838,13602,20160714,0.45607236
3454255,10418,20160701,0.4531714
2144047,10418,20160705,0.4531714
2408239,9983,20160722,0.4531714
2408239,13602,20160729,0.45607236
6661726,11799,20160725,0.46404108
6661726,13602,20160728,0.45607236
2959153,13602,20160724,0.45607236
2836273,13602,20160726,0.45607236
5674594,2978,20160728,0.4531714
4158769,13602,20160724,0.45607236
4648546,1442,20160706,0.4582683
2330929,9170,20160724,0.48550984
2330929,9170,20160726,0.48550984
2330929,9170,20160722,0.48550984
2330929,9170,20160726,0.48550984
